,time,price,market_caps,total_volumes,Circulating supply
1471,2022-09-01 00:00:00,96.2971102277339,1291995090.9817526,25089846.29554986,13416758.695316005
1472,2022-09-02 00:00:00,95.28868315052046,1276955595.9824166,19512774.881651435,13400915.552220453
1473,2022-09-03 00:00:00,92.74517000386238,1244050954.5456166,33332345.289456327,13413646.818414457
1474,2022-09-04 00:00:00,93.75693942788739,1257869636.8391128,16564631.495952029,13416283.04544429
1475,2022-09-05 00:00:00,95.25973245690942,1278134425.0599616,12613356.825061807,13417363.16169189
1476,2022-09-06 00:00:00,93.20861949015939,1249602797.0533671,12543167.320249239,13406515.44769736
1477,2022-09-07 00:00:00,90.63796597279492,1225030509.273637,24279290.265448425,13515644.31224473
1478,2022-09-08 00:00:00,95.24090934644668,1280955986.441547,30057456.4233405,13449640.445808467
1479,2022-09-09 00:00:00,101.68635869418944,1362327910.9504433,29509291.05049356,13397351.704248698
1480,2022-09-10 00:00:00,103.397020399694,1386394934.771212,31198120.43364453,13408461.185940664
1481,2022-09-11 00:00:00,105.52561020567224,1415840979.4321415,22956955.05151832,13417036.648000704
1482,2022-09-12 00:00:00,108.36284514216058,1453276296.0103576,23114747.242379084,13411204.680938499
1483,2022-09-13 00:00:00,106.31536205100323,1421879682.2335167,33748008.282848954,13374169.591327647
1484,2022-09-14 00:00:00,97.90521232542203,1313695934.517038,40890630.822601445,13418038.767440826
1485,2022-09-15 00:00:00,99.2784639878921,1328522341.4438665,23005734.16653823,13381777.760037582
1486,2022-09-16 00:00:00,103.63409444730146,1392624832.9370441,44616500.78159075,13437902.26917264
1487,2022-09-17 00:00:00,107.16355986191907,1438125167.9281075,37399424.84197135,13419908.500437472
1488,2022-09-18 00:00:00,109.71543796673252,1472887080.34909,22799764.63581395,13424611.045126513
1489,2022-09-19 00:00:00,103.85217405545912,1394169887.8824108,29199872.942661505,13424561.407235408
1490,2022-09-20 00:00:00,108.02959368989536,1449069124.0464127,33773012.71942427,13413631.159310307
1491,2022-09-21 00:00:00,101.59084435392197,1364595380.216051,26007386.73018734,13432267.335647656
1492,2022-09-22 00:00:00,101.0083875156042,1354717687.8846576,33347905.544948183,13411932.624658275
1493,2022-09-23 00:00:00,104.37188991474565,1398036701.4422765,27096575.20263232,13394762.7333781
1494,2022-09-24 00:00:00,110.36357338059187,1486380726.1515222,38567704.021160424,13468037.329905009
1495,2022-09-25 00:00:00,114.86174347030868,1546070218.99014,80622151.18280147,13460271.21197053
1496,2022-09-26 00:00:00,116.37256222737119,1558588042.6752224,30741244.934093125,13393088.652890703
1497,2022-09-27 00:00:00,120.22833007034058,1605997972.756406,55034215.19164243,13357899.688175023
1498,2022-09-28 00:00:00,133.9587459545778,1795649107.870498,131817275.7226808,13404493.264511146
1499,2022-09-29 00:00:00,136.2707091818735,1826456986.7271705,158497364.3571988,13403151.69483335
1500,2022-09-30 00:00:00,133.6682846529171,1792000807.7046132,72583191.09044659,13406327.55449597
1501,2022-10-01 00:00:00,142.34846054436778,1905597929.8226316,98054564.19347098,13386853.096515832
1502,2022-10-02 00:00:00,137.16101021362513,1836287257.269559,52232990.63742434,13387822.489857603
1503,2022-10-03 00:00:00,129.54401573040462,1744334142.5644567,40345281.26412118,13465185.039458776
1504,2022-10-04 00:00:00,139.49908898542006,1876247664.3187122,59984881.596978575,13449891.88076211
1505,2022-10-05 00:00:00,141.84072949736682,1903444230.5628085,53671725.27091977,13419588.55758807
1506,2022-10-06 00:00:00,138.31025581639616,1854097282.4022338,50855746.29073849,13405349.23790111
1507,2022-10-07 00:00:00,137.7907894529141,1848456113.6092553,31498226.10418666,13414946.825897314
1508,2022-10-08 00:00:00,137.86343453393414,1848781879.4313908,25934788.039098516,13410240.980006384
1509,2022-10-09 00:00:00,148.94655686623932,1998180165.2429621,65436752.50051729,13415416.960846012
1510,2022-10-10 00:00:00,155.6485770180566,2090159569.3741255,105296213.68411027,13428709.785966424
1511,2022-10-11 00:00:00,152.28445007867072,2047584275.6649625,80062746.92907703,13445786.976984011
1512,2022-10-12 00:00:00,153.77831193349687,2060225882.0584269,61443603.23510738,13397376.106907679
1513,2022-10-13 00:00:00,153.5947323410534,2062328145.6224833,32935731.880084064,13427076.008330373
1514,2022-10-14 00:00:00,160.54049330529728,2152046441.374613,94417191.80894354,13405007.0301086
1515,2022-10-15 00:00:00,165.7619999440901,2221138556.7786293,110867974.12468398,13399564.179533293
1516,2022-10-16 00:00:00,183.72266292737032,2477211340.2214155,145037066.2317137,13483428.232262846
1517,2022-10-17 00:00:00,192.2494074597564,2572546302.0606046,94851464.49782506,13381296.390206642
1518,2022-10-18 00:00:00,207.34157106799503,2988454564.760375,363376272.36953205,14413195.334477086
1519,2022-10-19 00:00:00,185.75904068084478,2693085816.639283,135229205.58878052,14497737.535511458
1520,2022-10-20 00:00:00,173.047484397023,2515268056.9340234,163070825.06756586,14535132.16732606
1521,2022-10-21 00:00:00,169.89725856212732,2467945129.436655,184054573.8803545,14526103.306924092
1522,2022-10-22 00:00:00,189.8936522068365,2755495275.6984687,234777898.88054672,14510728.735140238
1523,2022-10-23 00:00:00,179.14657022928068,2601589880.4689975,112353557.95351067,14522130.55008172
1524,2022-10-24 00:00:00,175.5742292807436,2548134435.114978,90718463.60639396,14513146.066786971
1525,2022-10-25 00:00:00,176.31292520930782,2561826662.9073753,93289292.99043141,14529999.203780057
1526,2022-10-26 00:00:00,175.69802733455163,2559615803.1956563,101193873.03313807,14568267.168542642
1527,2022-10-27 00:00:00,173.4291532343543,2522379530.0520153,84828106.27316108,14544149.487044612
1528,2022-10-28 00:00:00,164.8038041977111,2399080726.5914373,97700009.7180842,14557192.64655638
1529,2022-10-29 00:00:00,166.7300726745154,2422955383.383291,82057002.97084919,14532203.726158623
1530,2022-10-30 00:00:00,163.91872352472006,2385809854.603752,73362203.93366532,14554834.26970413
1531,2022-10-31 00:00:00,167.7817235786619,2434741173.3096104,100878573.65487115,14511361.079015968
1532,2022-11-01 00:00:00,167.05220362908528,2427930559.357996,83178546.13660073,14533963.076289954
1533,2022-11-02 00:00:00,162.74932357448708,2366759293.8970985,42186827.51748887,14542360.250203317
1534,2022-11-03 00:00:00,158.37411422431413,2304644486.2472897,71510532.21507785,14551901.347862268
1535,2022-11-04 00:00:00,156.6493178496253,2272909469.5936894,47588794.60584268,14509539.529406423
1536,2022-11-05 00:00:00,164.47671358894624,2392050647.598089,74349624.339126,14543400.068025487
1537,2022-11-06 00:00:00,162.01086064390196,2357096800.8097754,51601918.69476365,14549004.871905763
1538,2022-11-07 00:00:00,156.7819936455572,2283345852.303448,37063606.89749608,14563827.128423253
1539,2022-11-08 00:00:00,153.3854467544851,2227541824.8712707,56883630.82608872,14522510.91615467
1540,2022-11-09 00:00:00,149.6419295503338,2185483212.729656,173197157.61454234,14604751.618058652
1541,2022-11-10 00:00:00,108.06261103541691,1574821323.7459311,176995332.17279083,14573230.358368747
1542,2022-11-11 00:00:00,126.0114557900357,1826319626.633755,199296013.9086352,14493282.497083653
