,time,price,market_caps,total_volumes,Circulating supply
11,2018-09-02 00:00:00,66.46681114325837,3862335675.2266507,456529324.1955539,58109236.907755606
12,2018-09-03 00:00:00,66.2084804651583,3845964543.078267,335734303.2544563,58088699.75655424
13,2018-09-04 00:00:00,65.37599692662027,3800492828.7847843,480483160.6331554,58132847.03024195
14,2018-09-05 00:00:00,67.65593730109187,3934181228.085732,551165657.9389758,58149829.63841431
15,2018-09-06 00:00:00,59.01983513695286,3436759962.061886,568766932.906168,58230592.377749614
16,2018-09-07 00:00:00,57.41658645072138,3336637146.74867,455864162.20600784,58112774.60063543
17,2018-09-08 00:00:00,55.757006366829266,3247922953.9829407,419430673.077625,58251386.96677198
18,2018-09-09 00:00:00,53.02124421259357,3085636423.189228,446317628.4410492,58196228.11598091
19,2018-09-10 00:00:00,54.78760162031557,3198852903.6624904,437805400.50915796,58386437.97242507
20,2018-09-11 00:00:00,54.30349828358563,3158663316.7963357,431900981.62527037,58166847.74710192
21,2018-09-12 00:00:00,51.73932424571115,3012955036.255039,463092569.7882643,58233366.59648765
22,2018-09-13 00:00:00,51.78280103815827,3017268877.463585,483936824.35885465,58267780.362831034
23,2018-09-14 00:00:00,54.570767626819254,3182387144.515847,548966683.3652854,58316701.10045945
24,2018-09-15 00:00:00,56.62711647707097,3304582556.7809815,495097526.5258177,58356892.64027859
25,2018-09-16 00:00:00,56.70904368337579,3306593261.5189233,455006563.22758794,58308041.30608622
26,2018-09-17 00:00:00,56.82796365233116,3314347848.2965856,431205701.569357,58322481.3152464
27,2018-09-18 00:00:00,52.24179094005507,3047433607.0943413,483309754.84044635,58333252.98114538
28,2018-09-19 00:00:00,54.21421559464914,3164886868.3946176,482645992.8679398,58377435.395505145
29,2018-09-20 00:00:00,54.194748025225294,3163067326.664557,460461036.9511567,58364831.315246396
30,2018-09-21 00:00:00,56.53424637987206,3300458353.835351,541204625.3872678,58379806.3152464
31,2018-09-22 00:00:00,60.81121246596782,3551062014.3061113,534295541.131496,58394856.315246396
32,2018-09-23 00:00:00,60.83230423824449,3552991338.2620926,437629621.7428903,58406325.10560684
33,2018-09-24 00:00:00,61.57470620174388,3602263933.428002,517589598.7445521,58502332.46140898
34,2018-09-25 00:00:00,57.97125569760776,3388179639.487472,517127127.8019551,58445855.6005936
35,2018-09-26 00:00:00,57.76468074036215,3376586879.3101344,535049758.6129855,58454177.120566994
36,2018-09-27 00:00:00,57.337685316849175,3355082130.272849,404545784.35771096,58514432.728363544
37,2018-09-28 00:00:00,63.30999919595229,3702839748.074512,677225362.0317731,58487439.50562634
38,2018-09-29 00:00:00,61.98121172378998,3626278444.9249554,565375463.3865273,58506091.508583665
39,2018-09-30 00:00:00,61.58886905716184,3603527223.169765,436432030.6795655,58509391.03663782
40,2018-10-01 00:00:00,61.19997260259926,3581759149.075892,516221192.16451275,58525502.49219832
41,2018-10-02 00:00:00,60.38502542246787,3539297139.147877,520776756.7692571,58612166.085649885
42,2018-10-03 00:00:00,59.61992822783181,3489986459.150772,489810107.2464159,58537246.90533215
43,2018-10-04 00:00:00,57.55550598751382,3370866267.523722,552562394.6879385,58567224.97157793
44,2018-10-05 00:00:00,58.3177618866557,3416286689.7320404,446373730.2900429,58580552.1201553
45,2018-10-06 00:00:00,58.86675542194945,3448908003.345281,455632863.3463459,58588382.842301145
46,2018-10-07 00:00:00,57.94556305989174,3395757247.5091057,452266028.6427306,58602541.21612897
47,2018-10-08 00:00:00,58.290063880186906,3417527991.889804,520505167.8555957,58629683.42107855
48,2018-10-09 00:00:00,59.5897158305285,3494410645.6550217,461139351.4412546,58641169.82187042
49,2018-10-10 00:00:00,58.84129805158942,3450552127.693417,420076506.79911256,58641672.46392368
50,2018-10-11 00:00:00,58.0262045876783,3402531028.1291113,445664918.55440044,58637835.30745743
51,2018-10-12 00:00:00,51.30214861379764,3015319111.467792,541788697.0234387,58775688.600629605
52,2018-10-13 00:00:00,53.73520928870977,3154359853.0394826,414080831.9821126,58701918.068126716
53,2018-10-14 00:00:00,53.93122557989772,3166305906.212773,367390074.14095944,58710067.72360425
54,2018-10-15 00:00:00,52.48165901736143,3084900020.9541044,383861468.4201581,58780535.49971791
55,2018-10-16 00:00:00,55.67753950894572,3265591077.268181,791981791.004,58651856.854117945
56,2018-10-17 00:00:00,54.94816672560304,3228179679.319973,437782992.1463656,58749542.918159015
57,2018-10-18 00:00:00,54.766109860188244,3218216366.655765,499764812.19673306,58762916.97313378
58,2018-10-19 00:00:00,52.83990687227903,3105588734.8380256,615535180.0633364,58773546.712424
59,2018-10-20 00:00:00,53.41453401828318,3139974322.0681314,530493040.7867917,58785017.59452502
60,2018-10-21 00:00:00,53.92745423008259,3170685265.6135063,542218818.4700993,58795381.886296965
61,2018-10-22 00:00:00,53.247422881130355,3133944110.2441483,550958694.8414856,58856258.963750616
62,2018-10-23 00:00:00,52.70468585668032,3101800944.040722,500471051.3151233,58852470.01519825
63,2018-10-24 00:00:00,52.713733422147214,3102443154.122801,530751962.7410253,58854551.7972995
64,2018-10-25 00:00:00,52.53136810013208,3092383230.7800646,487208379.9656199,58867365.20711878
65,2018-10-26 00:00:00,52.28584394800064,3079362497.6401024,571307173.5822799,58894765.1051132
66,2018-10-27 00:00:00,52.21902611068149,3075470092.805141,594834991.7933757,58895585.03612246
67,2018-10-28 00:00:00,51.9181403976021,3058454834.7808814,562394894.7170548,58909175.31634357
68,2018-10-29 00:00:00,51.924272534508155,3058894149.9227867,502346940.144167,58910678.96791212
69,2018-10-30 00:00:00,48.83848139041733,2878069798.15499,688230920.9360005,58930370.40090482
70,2018-10-31 00:00:00,49.16100683161013,2898278666.3181877,523601286.43040526,58954827.27287468
71,2018-11-01 00:00:00,49.85599624524341,2938794339.8837705,492670260.4139956,58945654.70977126
72,2018-11-02 00:00:00,50.393596454481255,2977263358.074986,601590416.7525249,59080192.078853555
73,2018-11-03 00:00:00,51.73503650248577,3052262866.102281,518696063.19046414,58997984.19888282
74,2018-11-04 00:00:00,51.03496098033396,3011541485.171556,527673584.412397,59009381.55575424
75,2018-11-05 00:00:00,53.32737077033311,3148050343.1508756,699865994.5231559,59032543.65771559
76,2018-11-06 00:00:00,53.40720748184259,3153117368.265951,711935200.7676383,59039173.117934495
77,2018-11-07 00:00:00,55.82876120478928,3292239428.0334134,625827602.3819408,58970311.305259414
78,2018-11-08 00:00:00,54.249268109399864,3201707834.990655,650212823.7607245,59018452.16665494
79,2018-11-09 00:00:00,52.67812212467948,3117528281.3628078,624625160.022215,59180702.645097874
80,2018-11-10 00:00:00,52.18620849086484,3085979790.849838,690263232.7215909,59134010.30829891
81,2018-11-11 00:00:00,52.375866958033924,3087234151.381838,734606783.5276831,58943829.10846095
82,2018-11-12 00:00:00,51.62525327988677,3051982402.830408,524685649.1654469,59118013.1608083
