,time,price,market_caps,total_volumes,Circulating supply
1015,2021-06-02 00:00:00,361.66565480634273,55789519975.40357,5219256634.640035,154257168.83533382
1016,2021-06-03 00:00:00,402.6103887950831,62216853673.38303,7211249339.156458,154533651.9
1017,2021-06-04 00:00:00,428.93001062084943,66203469970.6911,5648032962.147617,154345623.60154215
1018,2021-06-05 00:00:00,392.28088322664473,60689527765.42707,7120226608.464222,154709368.61932933
1019,2021-06-06 00:00:00,388.33019075735723,59846984889.27947,6059655293.984396,154113654.60038114
1020,2021-06-07 00:00:00,392.0265012406166,60595496609.36863,3240284906.4596896,154569898.76349342
1021,2021-06-08 00:00:00,356.26141468125365,55568008128.47511,4201944881.6243253,155975376.05410257
1022,2021-06-09 00:00:00,353.7624004673745,54677889296.85125,5693339245.577852,154561053.4771738
1023,2021-06-10 00:00:00,376.18736712521803,58321133322.78771,4575803882.958323,155032142.01069885
1024,2021-06-11 00:00:00,352.39187862755034,54791987617.99424,2560252759.4685807,155485954.53275168
1025,2021-06-12 00:00:00,346.0770263345878,53238117722.61412,2396764203.443381,153833146.009361
1026,2021-06-13 00:00:00,345.0457266991574,53465798044.075775,2255909259.60942,154952790.04191864
1027,2021-06-14 00:00:00,365.2476466395085,56433712415.26453,2179322818.6380343,154508079.47563145
1028,2021-06-15 00:00:00,371.00423762337175,57233917454.64228,2315715122.63957,154267557.21519226
1029,2021-06-16 00:00:00,369.0197344143191,57077376078.24857,1840165427.4525166,154672963.95093226
1030,2021-06-17 00:00:00,346.43933841857296,53441971881.88039,1712882448.6310894,154260691.42676583
1031,2021-06-18 00:00:00,353.2126444369965,54283380385.86557,1476059646.4892137,153684703.08414522
1032,2021-06-19 00:00:00,337.6347927394546,52262937024.64517,1733550135.99151,154791325.26775858
1033,2021-06-20 00:00:00,335.07018119431814,51823405992.95456,1215531869.4137082,154664332.73243278
1034,2021-06-21 00:00:00,340.2281584344195,52532867592.99311,1735848239.2986724,154404820.09110087
1035,2021-06-22 00:00:00,274.27055686293926,42900169324.99198,3167364633.1990423,156415511.07664248
1036,2021-06-23 00:00:00,261.43223961520897,40307776792.15118,4239651345.534667,154180589.4004446
1037,2021-06-24 00:00:00,296.1273022004297,45761403437.01146,2979006480.628633,154532875.20931953
1038,2021-06-25 00:00:00,308.79361050917015,47853190843.28099,2214812922.8296785,154968202.7564489
1039,2021-06-26 00:00:00,284.0782307500083,44009190871.738106,2246825827.258797,154919265.56831676
1040,2021-06-27 00:00:00,277.39963231242126,42798282321.78064,1809860258.3532932,154283846.61151636
1041,2021-06-28 00:00:00,289.2248669688827,44615925834.05021,1403604950.2124388,154260338.33684978
1042,2021-06-29 00:00:00,291.0298352850683,44886803415.530174,1659011933.41546,154234370.40935284
1043,2021-06-30 00:00:00,300.9239255732945,46872790459.90127,1889939149.811485,155762923.70439884
1044,2021-07-01 00:00:00,303.7424426595392,46954864788.72594,1790095432.8689446,154587763.16406006
1045,2021-07-02 00:00:00,289.1924506931423,44649305234.25196,1331378980.8209975,154393052.54074097
1046,2021-07-03 00:00:00,288.1721729444467,44372602649.994255,1025692279.2176274,153979484.54429126
